t_index,term,df
1694,cesar,2
1695,cessat,1
1696,cessna,7
1697,cetera,1
1698,cetinj,1
1699,cha,1
1700,chad,1
1701,chadwick,2
1702,chafe,3
1703,chagrin,1
1704,chain,10
1705,chair,17
1706,chairman,55
1707,chairmen,3
1708,chalk,2
1709,challeng,84
1710,chamber,16
1711,chamberlain,2
1712,chameleon,1
1713,champ,9
1714,champion,55
1715,championship,7
1716,chanc,99
1717,chancellor,5
1718,chanda,3
1719,chandeli,2
1720,chandler,6
1721,chandrika,1
1722,chang,144
1723,changeov,9
1724,channel,18
1725,chant,31
1726,chao,36
1727,chaotic,7
1728,chap,2
1729,chapel,4
1730,chaplain,7
1731,chaplin,1
1732,chappaqua,11
1733,chapter,7
1734,char,3
1735,charact,13
1736,character,7
1737,characterist,5
1738,charad,1
1739,charg,193
1740,charisma,2
1741,charit,5
1742,chariti,5
1743,charl,24
1744,charleston,2
1745,charlestown,1
1746,charli,2
1747,charlott,2
1748,chart,2
1749,charter,7
1750,chase,22
1751,chasm,2
1752,chat,5
1753,chattanooga,1
1754,chatti,1
1755,chau,1
1756,chauffeur,1
1757,chavez,4
1758,cheap,1
1759,cheat,11
1760,chebeck,8
1761,chechnya,8
1762,check,40
1763,checker,1
1764,checkpoint,2
1765,checkup,3
1766,cheek,1
1767,cheer,34
1768,cheerlead,2
1769,chees,1
1770,chef,2
1771,chela,4
1772,chell,1
1773,chelsea,17
1774,chemic,7
1775,chemistri,3
1776,chemotherapi,1
1777,chenei,31
1778,cheri,12
1779,cherish,2
1780,chernomyrdin,2
1781,cheroke,3
1782,cheron,3
1783,cherri,2
1784,chesapeak,1
1785,chest,8
1786,chetna,1
1787,chetsov,1
1788,chew,1
1789,chi,25
1790,chic,1
1791,chicago,6
1792,chicken,2
1793,chide,1
1794,chief,197
1795,chiefli,3
1796,child,47
1797,childhood,4
1798,children,69
1799,chile,8
1800,chill,15
1801,chilli,5
1802,chillicoth,1
1803,china,31
1804,chines,11
1805,chinfo,4
1806,ching,1
1807,chink,1
1808,chino,1
1809,chip,8
1810,chirac,6
1811,chisel,1
1812,chizhov,1
1813,chizov,1
1814,chladkova,3
1815,chlorin,4
1816,chocol,1
1817,choi,1
1818,choic,41
1819,chok,1
1820,choke,7
1821,cholera,1
1822,chomp,1
1823,chon,1
1824,choos,18
1825,chopper,1
1826,chopstick,1
1827,choreograph,1
1828,chorichech,1
1829,choru,1
1830,chose,13
1831,chosen,14
1832,chouchescu,1
1833,chow,1
1834,chri,34
1835,chrisdorton,1
1836,christen,3
1837,christi,4
1838,christian,27
1839,christianchildrensfund,1
1840,christina,3
1841,christma,62
1842,christoph,17
1843,chronic,2
1844,chronicl,2
1845,chrysanthemum,1
1846,chu,1
1847,chubbi,2
1848,chuck,9
1849,chuckl,2
1850,chudakova,3
1851,chunk,4
1852,church,43
1853,churchvil,1
1854,churchworldservic,1
1855,churn,1
1856,cia,24
1857,cienfuego,1
1858,cigarett,2
1859,cinder,1
1860,cinderblock,3
1861,cinema,2
1862,cio,2
1863,circl,19
1864,circu,3
1865,circuit,8
1866,circul,8
1867,circumst,32
1868,circumstanti,2
1869,circumv,3
1870,cisnero,7
1871,ciss,1
1872,citadel,1
1873,citat,2
1874,cite,38
1875,citi,218
1876,citizen,73
1877,citizenri,2
1878,citizenship,10
1879,citywid,1
1880,civic,4
1881,civil,61
1882,civilian,52
1883,clad,3
1884,clai,4
1885,claiborn,1
1886,claim,129
1887,clair,6
1888,clamber,5
1889,clamor,3
1890,clandestin,3
1891,clap,1
1892,clarenc,1
1893,clarifi,3
1894,clariti,1
1895,clark,41
1896,clarkston,1
1897,clash,54
1898,clasp,1
1899,class,47
1900,classic,7
1901,classifi,38
1902,classmat,2
1903,classroom,2
1904,clavet,1
1905,claw,6
1906,clean,24
1907,cleanli,1
1908,cleans,6
1909,clear,187
1910,clearanc,5
1911,clearer,4
1912,clearest,1
1913,clearli,56
1914,cleavag,1
1915,cleaver,1
1916,clemenc,31
1917,clement,24
1918,clergi,2
1919,cleric,3
1920,clerk,6
1921,cleveland,1
1922,clever,4
1923,cleverli,1
1924,click,2
1925,client,9
1926,cliff,1
1927,clifford,2
1928,clijster,11
1929,climact,1
1930,climat,4
1931,climax,4
1932,climb,22
1933,clime,1
1934,clinch,2
1935,cling,8
1936,clinic,8
1937,clink,1
1938,clinton,271
1939,clintonesqu,1
1940,clintonit,1
1941,clip,2
1942,clister,1
1943,cloak,1
1944,clock,12
1945,clod,1
1946,clodfelt,4
1947,clog,1
1948,cloister,1
1949,cloner,1
1950,closabl,1
1951,close,259
1952,closemouth,1
1953,closer,29
1954,closest,32
1955,closet,1
1956,closeup,1
1957,closhg,1
1958,closur,7
1959,cloth,44
1960,cloud,22
1961,cloudless,1
1962,clout,4
1963,clown,1
1964,clton,1
1965,club,15
1966,clue,27
1967,clump,1
1968,clumsi,1
1969,clung,2
1970,cluster,4
1971,clutch,4
1972,clyde,1
1973,cmc,1
1974,cmdr,35
1975,cnn,49
1976,coach,15
1977,coachlight,8
1978,coal,32
1979,coalit,35
1980,coalmin,1
1981,coast,106
1982,coastal,10
1983,coaster,1
1984,coastlin,9
1985,coat,9
1986,coax,3
1987,cobar,1
1988,coburn,4
1989,coca,2
1990,cocain,8
1991,cochran,4
1992,cochranvil,1
1993,cock,6
1994,cocker,1
1995,cocktail,3
1996,coco,2
1997,cocoa,14
1998,cocodi,3
1999,code,7
2000,codi,5
2001,coei,1
2002,coercion,1
2003,coetzer,16
2004,coffe,26
2005,coffer,2
2006,coffield,1
2007,coffin,14
2008,cognac,1
2009,cohen,56
2010,coher,1
2011,cohes,3
2012,cohort,1
2013,coil,2
2014,coin,3
2015,coincid,6
2016,coincident,1
2017,coker,1
2018,coki,2
2019,col,18
2020,cold,45
2021,cole,290
2022,coleman,1
2023,coler,7
2024,colin,7
2025,colina,23
2026,collabor,3
2027,collag,1
2028,collaps,86
2029,collar,1
2030,collat,2
2031,colleagu,23
2032,collect,32
2033,collector,5
2034,colleg,35
2035,coller,4
2036,collid,7
2037,collin,2
2038,collis,20
2039,collus,1
2040,colo,9
2041,colobora,1
2042,colombia,10
2043,colombian,3
2044,colon,4
2045,coloni,20
2046,colonna,1
2047,color,16
2048,colorado,24
2049,columbia,15
2050,columbin,1
2051,column,7
2052,columnist,1
2053,com,35
2054,comasagua,5
2055,comb,10
2056,combat,22
2057,combin,20
2058,combrat,1
2059,come,265
2060,comeback,17
2061,comedian,1
2062,comen,1
2063,comfort,25
2064,comic,1
2065,command,127
2066,commando,5
2067,commemor,7
2068,commenc,1
2069,commend,3
2070,comment,82
2071,commentari,5
2072,commerc,11
2073,commerci,38
2074,comminut,1
2075,commiss,94
2076,commissari,2
2077,commission,15
2078,commit,89
2079,committe,80
2080,commod,11
2081,common,39
2082,commonli,5
2083,commot,1
2084,commun,113
2085,communiqu,5
2086,communist,65
2087,commut,20
2088,compact,1
2089,compani,76
2090,companion,4
2091,companionship,4
2092,compar,31
2093,comparison,9
2094,compart,38
2095,compass,5
2096,compassion,3
2097,compel,10
2098,compens,3
2099,compensatori,1
2100,compet,16
2101,competit,22
2102,competitor,2
2103,compil,4
2104,complac,4
2105,complain,40
2106,complaint,21
2107,complement,2
2108,complet,104
2109,complex,41
2110,compli,5
2111,complianc,2
2112,complic,31
2113,compliment,5
2114,compon,2
2115,compos,1
2116,composit,4
2117,composur,5
2118,compound,30
2119,comprehend,1
2120,comprehens,5
2121,compress,1
2122,compris,3
2123,compromis,16
2124,compuls,1
2125,comput,10
2126,comrad,7
2127,con,1
2128,conceal,10
2129,conced,49
2130,conceiv,9
2131,concentr,20
2132,concept,7
2133,concern,105
2134,concernusa,1
2135,concert,8
2136,concess,16
2137,conchita,3
2138,concili,2
2139,conciliatori,3
2140,conclud,47
2141,conclus,31
2142,concret,38
2143,concur,1
2144,concuss,1
2145,condemn,24
2146,condit,136
2147,condition,3
2148,condol,15
2149,condoleezza,1
2150,condon,2
2151,conduct,51
2152,conduit,1
2153,confer,68
2154,confess,10
2155,confetti,8
2156,confid,61
2157,confidenti,1
2158,configur,1
2159,confin,6
2160,confirm,117
2161,confisc,1
2162,conflict,46
2163,conform,1
2164,confound,2
2165,confront,39
2166,confus,22
2167,cong,1
2168,congeni,1
2169,congest,5
2170,congo,2
2171,congratul,29
2172,congreg,1
2173,congress,112
2174,congression,39
2175,congressman,42
2176,congressmen,1
2177,congresswoman,2
2178,conjunct,2
2179,conn,4
2180,connal,24
2181,connect,68
2182,connecticut,13
2183,connel,1
2184,connelli,1
2185,connett,1
2186,conni,7
2187,conniv,1
2188,connoli,1
2189,connolli,1
2190,connor,1
2191,conquer,1
2192,conqueror,3
2193,conquest,2
2194,conrad,6
2195,conscienc,3
2196,consciou,4
2197,conscious,2
2198,consecut,27
2199,consensu,9
2200,consent,2
2201,consequ,18
2202,consequenti,1
2203,conserv,19
2204,conservat,1
2205,conservationist,1
2206,consid,131
2207,consider,28
2208,consign,1
2209,consist,14
2210,consistu,1
2211,consol,8
2212,consolid,13
2213,consortium,7
2214,conspicu,2
2215,conspir,6
2216,conspiraci,18
2217,constant,10
2218,constantinescu,1
2219,constantli,10
2220,constern,1
2221,constitu,5
2222,constitut,103
2223,constitution,5
2224,constrain,1
2225,constrict,1
2226,construct,30
2227,consul,10
2228,consular,3
2229,consult,20
2230,consum,5
2231,consumpt,1
2232,contact,38
2233,contain,46
2234,contamin,1
2235,contempl,4
2236,contemporari,2
2237,contempt,9
2238,contend,25
2239,content,20
2240,contenti,4
2241,contest,44
2242,context,10
2243,contin,6
2244,continent,1
2245,conting,4
2246,continu,230
2247,contort,1
2248,contra,1
2249,contract,26
2250,contractor,4
2251,contradict,6
2252,contrari,7
2253,contrast,5
2254,contribut,47
2255,contributor,5
2256,contrit,1
2257,contriv,1
2258,control,182
2259,controversi,34
2260,convei,3
2261,conven,8
2262,conveni,16
2263,convent,8
2264,converg,14
2265,convers,18
2266,convert,5
2267,convict,123
2268,convictsgetawai,1
2269,convinc,27
2270,convincingli,1
2271,convoi,14
2272,convok,1
2273,cooei,1
2274,cook,20
2275,cool,8
2276,cooler,2
2277,coon,1
2278,cooper,72
2279,coordin,27
2280,cop,2
2281,cope,9
2282,copi,19
2283,copper,2
2284,cord,1
2285,cordial,3
2286,cordillera,1
2287,cordon,10
2288,core,10
2289,corech,1
2290,corei,2
2291,coretta,1
2292,cori,3
2293,corina,4
2294,corn,2
2295,cornahaim,1
2296,cornaheim,1
2297,cornard,1
2298,corner,34
2299,cornerston,1
2300,cornett,2
2301,corni,1
2302,cornwal,1
2303,corollari,1
2304,coron,2
2305,corp,16
2306,corpor,15
2307,corps,13
2308,corpu,1
2309,corral,1
2310,correct,25
2311,correctli,5
2312,correl,4
2313,correspond,26
2314,corridor,2
2315,corros,3
2316,corrug,2
2317,corrupt,78
2318,corzin,13
2319,cosbi,1
2320,cosic,1
2321,cosmeniov,1
2322,cosminov,1
2323,cost,41
2324,costa,4
2325,costello,1
2326,costelow,1
2327,costli,5
2328,costliest,3
2329,cot,4
2330,coteri,1
2331,cotibua,1
2332,coton,1
2333,cotton,7
2334,couch,2
2335,coue,1
2336,couldn,54
2337,coulibali,9
2338,council,43
2339,councilman,1
2340,counsel,24
2341,counselor,2
2342,count,80
2343,counter,22
2344,counterattack,4
2345,counterintellig,3
2346,counternarcot,1
2347,counterpart,5
2348,counterpunch,1
2349,counterrevolutionari,1
2350,counterterror,10
2351,counti,35
2352,countless,1
2353,countri,412
2354,countryman,7
2355,countrymen,8
2356,countrysid,15
2357,coup,44
2358,coupl,40
2359,courag,11
2360,courier,3
2361,cours,62
2362,court,193
2363,courtesi,1
2364,courthous,4
2365,courtland,1
2366,courtroom,7
2367,courtsid,2
2368,courtyard,6
2369,cousin,4
2370,coustunitza,1
2371,coven,1
2372,cover,68
2373,coverag,19
2374,coverdel,3
2375,covic,3
2376,cow,7
2377,coward,2
2378,cowardli,15
2379,cowboi,3
2380,cower,3
2381,cowl,1
2382,cp,1
2383,cpn,2
2384,crabbi,1
2385,crack,32
2386,crackdown,10
2387,crackl,2
2388,cradl,1
2389,craft,19
2390,crafti,2
2391,cragei,3
2392,craggi,1
2393,craig,13
2394,cram,3
2395,cramp,8
2396,crane,18
2397,cranni,1
2398,crap,1
2399,crash,85
2400,crater,6
2401,crave,2
2402,crawl,9
2403,crazi,7
2404,creak,1
2405,creaki,2
2406,cream,3
2407,creasingli,1
2408,creat,50
2409,creation,5
2410,creativ,2
2411,creator,1
2412,credenc,2
2413,credenti,16
2414,credibl,42
2415,credit,20
2416,creditor,4
2417,cree,1
2418,creed,2
2419,creek,1
2420,creep,5
2421,creepi,1
2422,cremat,4
2423,crematoria,1
2424,crematorium,1
2425,crept,6
2426,crescent,1
2427,crest,2
2428,crestfallen,1
2429,crevic,1
2430,crew,133
2431,crewman,4
2432,crewmemb,5
2433,crewmen,10
2434,cri,19
2435,crime,83
2436,crimin,105
2437,criminolog,1
2438,crippl,40
2439,crise,14
2440,crisi,54
2441,crisp,3
2442,cristo,1
2443,criteria,2
2444,critic,121
2445,croat,3
2446,croatia,14
2447,croatian,3
2448,croifl,1
2449,croni,18
2450,crook,7
2451,crop,3
2452,crosbi,5
2453,cross,47
2454,crosscourt,5
2455,crossfir,1
2456,crouch,12
2457,crous,1
2458,crow,1
2459,crowbar,6
2460,crowd,106
2461,crowlei,10
2462,crown,8
2463,crucial,21
2464,crucifi,1
2465,crude,1
2466,crue,1
2467,cruel,3
2468,cruelti,3
2469,cruis,16
2470,cruiser,3
2471,cruman,1
2472,crumbl,21
2473,crumpl,3
2474,crusad,4
2475,crush,22
2476,crust,1
2477,crutch,6
2478,cruz,1
2479,crwrc,1
2480,cry,15
2481,cryptic,1
2482,crystal,2
2483,cuba,9
2484,cuban,3
2485,cue,1
2486,cuellar,6
2487,cuff,1
2488,cul,1
2489,culmin,8
2490,culpabl,1
2491,culprit,9
2492,cultiv,2
2493,cultur,12
2494,cummin,2
2495,cun,5
2496,cuomo,3
2497,cup,9
2498,cupboard,1
2499,curb,4
2500,curdl,1
2501,cure,1
2502,curfew,10
2503,curios,2
2504,curiou,9
2505,currenc,2
2506,current,52
2507,curriculum,4
2508,curs,4
2509,cursori,1
2510,curt,2
2511,curtail,4
2512,curtain,3
2513,curti,3
2514,curv,3
2515,cush,2
2516,cusp,1
2517,cussin,2
2518,custodi,21
2519,custodian,3
2520,custom,9
2521,customari,2
2522,cut,115
2523,cutback,1
2524,cutigua,1
2525,cutter,8
2526,cybercaf,1
2527,cybernet,1
2528,cycl,3
2529,cyclon,1
2530,cylind,1
2531,cylindr,1
2532,cynic,9
2533,cypru,1
2534,cyr,1
2535,czarist,2
2536,czech,14
2537,czechoslovakian,1
2538,d,89
2539,da,3
2540,dad,11
2541,dada,1
2542,dade,2
2543,dadiv,1
2544,dae,5
2545,daewoo,5
2546,dagestan,3
2547,dagger,3
2548,dai,476
2549,daili,29
2550,daja,2
2551,dakota,19
2552,dakotan,1
2553,dakouri,1
2554,dalal,1
2555,dale,2
2556,dalei,7
2557,dali,1
2558,dalla,37
2559,dalworthington,1
2560,dam,1
2561,damag,156
2562,damascu,2
2563,dame,1
2564,damir,3
2565,dammaj,1
2566,damor,1
2567,damp,1
2568,dampen,2
2569,dan,18
2570,dana,2
2571,danah,4
2572,danburi,1
2573,danc,11
2574,dancer,3
2575,dandelion,1
2576,dane,1
2577,danewich,1
2578,danforth,3
2579,danger,103
2580,dangl,2
2581,daniel,19
2582,daniela,6
2583,daniil,2
2584,danni,1
2585,danzig,4
2586,daoud,1
2587,dapist,1
2588,dar,5
2589,darden,1
2590,dare,15
2591,daren,7
2592,dark,29
2593,darken,3
2594,darl,1
2595,darn,1
2596,darrel,2
2597,dart,1
2598,darwinian,1
2599,daschl,11
2600,dash,4
2601,dashboard,1
2602,data,4
2603,date,32
2604,datelin,7
2605,daughter,55
2606,daunt,6
2607,dave,18
2608,davenport,44
2609,davi,4
2610,david,59
2611,davidian,2
2612,dawn,24
2613,daybreak,3
2614,dayeb,1
2615,daylight,4
2616,dayton,9
2617,daytona,1
2618,daze,4
2619,dazesurvivor,1
2620,dc,7
2621,dd,1
2622,ddg,7
2623,de,1
2624,dea,1
2625,deactiv,2
2626,dead,165
2627,deadli,53
2628,deadliest,16
2629,deadlin,13
2630,deadlock,3
2631,deaf,1
2632,deal,98
2633,dealt,6
2634,dean,5
2635,dear,5
2636,dearborn,1
2637,dearli,3
2638,death,211
2639,debar,1
2640,debat,65
2641,debbi,5
2642,deborah,3
2643,debra,2
2644,debri,47
2645,debt,14
2646,debut,1
2647,dec,48
2648,decad,83
2649,decai,2
2650,deceas,8
2651,deceit,1
2652,decemb,79
2653,decent,2
2654,decentr,3
2655,decept,1
2656,decibel,1
2657,decid,103
2658,decidedli,1
2659,decis,174
2660,deck,44
2661,declar,99
2662,declassifi,1
2663,declin,48
2664,decod,2
2665,decompos,1
2666,decor,2
2667,decrat,2
2668,decre,2
2669,decri,3
2670,ded,1
2671,dedic,9
2672,dedinj,5
2673,dee,1
2674,deed,3
2675,deem,8
2676,deep,54
2677,deepen,5
2678,deeper,3
2679,deepest,1
2680,deepli,23
2681,defac,1
2682,default,3
2683,defeat,143
2684,defect,2
2685,defenc,3
2686,defend,121
2687,defens,155
2688,defenselink,3
2689,defer,2
2690,defi,6
2691,defianc,7
2692,defiant,6
2693,defiantli,2
2694,defici,1
2695,deficit,11
2696,defin,7
2697,definit,37
2698,deflat,1
2699,deflect,6
2700,defoli,1
2701,defolt,1
2702,deforest,10
2703,defraud,3
2704,defunct,2
2705,defus,3
2706,degr,1
2707,degrad,4
2708,degre,31
2709,dehuman,1
2710,dehydr,3
2711,del,11
2712,delai,34
2713,delawar,25
2714,deleg,10
2715,delhi,17
2716,deli,1
2717,deliber,15
2718,delic,7
2719,delici,1
2720,delight,5
2721,deliv,36
2722,deliveri,2
2723,dell,1
2724,delsaut,2
2725,delta,9
2726,delus,2
2727,delv,1
2728,demaci,1
2729,demagogu,2
2730,demand,75
2731,demarc,1
2732,demean,1
2733,demeanor,2
2734,dementieva,5
2735,demick,1
2736,demilitar,1
2737,demis,6
2738,democraci,83
2739,democrat,188
2740,democratich,1
2741,demograph,1
2742,demolish,5
2743,demolit,5
2744,demon,4
2745,demonstr,88
2746,demot,2
2747,demur,1
2748,demystifi,1
2749,dengu,1
2750,deni,95
2751,denial,5
2752,denigr,1
2753,denis,14
2754,denisa,3
2755,denn,1
2756,denni,8
2757,denomin,1
2758,denounc,13
2759,dens,4
2760,dent,2
2761,dental,1
2762,denver,21
2763,depart,180
2764,departur,20
2765,depend,34
2766,depict,1
2767,deplan,1
2768,deplet,2
2769,deploi,15
2770,deplor,2
2771,deploy,7
2772,deport,3
2773,deportieren,1
2774,depos,7
2775,deposit,4
2776,depot,4
2777,depress,3
2778,depriv,1
2779,dept,1
2780,depth,13
2781,deputi,46
2782,dequia,2
2783,derail,1
2784,derelict,1
2785,deriv,3
2786,desai,1
2787,descend,18
2788,descent,9
2789,describ,60
2790,descript,8
2791,desegreg,1
2792,desert,35
2793,deserv,15
2794,deservedli,2
2795,design,38
2796,designe,1
2797,desir,16
2798,desist,3
2799,desk,6
2800,desol,1
2801,despair,6
2802,desper,39
2803,despic,12
2804,despis,3
2805,despit,116
2806,despot,1
2807,destabil,3
2808,destin,10
2809,destini,1
2810,destitut,1
2811,destroi,64
2812,destroy,168
2813,destruct,27
2814,desvid,1
2815,detach,3
2816,detail,84
2817,detain,31
2818,detaine,2
2819,detect,14
2820,detector,1
2821,detent,10
2822,deter,15
2823,deterg,1
2824,deterior,11
2825,determin,104
2826,deterr,2
2827,detest,1
2828,deton,30
2829,detour,4
2830,detritu,1
2831,detroit,3
2832,deuc,12
2833,deutch,8
2834,deutsch,1
2835,devast,58
2836,devastatingli,1
2837,develop,97
2838,deviat,1
2839,devic,15
2840,devilish,1
2841,devis,1
2842,devot,15
2843,devour,2
2844,devoutli,1
2845,dewat,2
2846,dewin,2
2847,dhabi,4
2848,dhahran,12
2849,dharan,1
2850,dhingra,1
2851,dhrumal,1
2852,di,165
2853,diabak,1
2854,diagnos,5
2855,diagnosi,1
2856,diagnost,1
2857,diagnostico,1
2858,diagram,1
2859,dialect,1
2860,diallo,2
2861,dialo,3
2862,dialogu,8
2863,diamet,3
2864,diamond,3
2865,dian,2
2866,diann,3
2867,diari,1
2868,diarrhea,3
2869,diaz,2
2870,dick,36
2871,dickinson,1
2872,dictablanda,1
2873,dictadura,1
2874,dictat,29
2875,dictatori,3
2876,dictatorship,10
2877,diction,4
2878,dictionari,1
2879,dictment,1
2880,did,309
2881,didn,128
2882,die,35
2883,diego,5
2884,dienstbier,2
2885,diesel,2
2886,diet,3
2887,differ,107
2888,difficult,84
2889,difficulti,21
2890,diffus,1
2891,dig,49
2892,digest,1
2893,digger,3
2894,digit,4
2895,dignitari,5
2896,digniti,8
2897,dilapid,1
2898,dilemma,4
2899,dilfer,1
2900,dilig,1
2901,dilut,1
2902,dime,1
2903,dimens,2
2904,diminish,5
2905,diminut,1
2906,dimitr,1
2907,dimitri,2
2908,dimmer,1
2909,dina,1
2910,dinar,2
2911,dine,8
2912,dinghi,4
2913,dingi,1
2914,dinh,2
2915,dinkic,3
2916,dinner,10
2917,dioulo,1
2918,dip,2
2919,diplomaci,8
2920,diplomat,69
2921,diplospeak,4
2922,dire,1
2923,direct,75
2924,directli,40
2925,director,102
2926,directrelief,1
2927,diring,1
2928,dirksen,1
2929,dirt,35
2930,dirti,11
2931,dirtiest,1
2932,disabl,4
2933,disadvantag,1
2934,disaffect,1
2935,disagr,3
2936,disagre,8
2937,disappear,24
2938,disappoint,25
2939,disapprov,1
2940,disarm,1
2941,disarma,1
2942,disarrai,2
2943,disassembl,1
2944,disast,76
2945,disastr,8
2946,disband,6
2947,disbar,4
2948,disbelief,5
2949,disc,1
2950,discard,2
2951,discharg,3
2952,disciplin,13
2953,disciplinari,6
2954,disclos,12
2955,disclosur,7
2956,discomfort,4
2957,discont,2
2958,discontinu,1
